Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate
7,1.4482523454179257,0.004707754406778974,organic,2.3323910421737364,2,0.01
9,8.659217320044633,0.0028405086637783338,direct,3.384335095103189,5,0.01
4,2.6711773989466887,0.003399508101650585,organic,2.0624809639885,5,0.01
1,1.2670794177016775,0.00081871013906894,referral,1.7507786605860711,2,0.01
4,2.9478299577803915,0.0008248890406098899,social,2.067491131756213,2,0.01
6,7.237571202821995,0.000922152136569237,referral,0.3140387410279162,2,0.01
3,0.960576951701103,0.002937784909590267,organic,5.072772622334661,3,0.01
4,2.110300017323052,0.0037572874944671168,direct,0.934272680448544,2,0.01
6,0.5676620190547181,0.002250336777755829,paid,3.207502056292999,1,0.01
8,3.8152983894896986,0.0008557517782802319,paid,2.916137219951269,2,0.01
7,2.8594944654910126,0.002740697457973324,direct,5.223592210881916,2,0.01
2,3.415258748955808,0.002089259010041411,direct,4.223186086705083,1,0.01
6,1.2979831005737377,0.003182436948974586,paid,4.998269233910891,5,0.01
9,1.1301054789350649,0.003345742133853315,social,4.90940758478211,0,0.01
3,3.4580304004156903,0.003719052772827457,organic,4.8804861147238165,2,0.01
8,0.7282916512062156,0.001988793923398313,organic,3.700110175051744,1,0.01
7,1.6323962551758262,0.004308168270134457,organic,8.95568160786013,2,0.01
6,0.625410129899181,0.00106303735777222,organic,3.632154921831996,1,0.01
10,0.0250185553287675,0.002128064180914393,referral,11.82438277958215,3,0.01
5,1.6953332161136847,0.002494128338636114,organic,1.196587250958805,0,0.01
5,0.4535974388602357,0.007844827138973925,organic,0.3271985606525617,1,0.00468486126650549
4,2.655588499369366,0.002160798320778391,direct,5.60620716037553,2,0.01
10,0.6730855023254076,0.000806638103524436,social,0.7367129683311955,7,0.01
3,4.683002388354396,0.001540998715062294,organic,2.961305553152313,2,0.01
2,4.593308291351262,0.001479407692329754,direct,5.585758823056167,3,0.01
6,0.3584024886992348,0.002419047392582499,organic,0.8281453158659307,3,0.007192860007068702
4,7.293453455711033,0.002045832968086059,referral,2.714623465099136,1,0.01
4,0.649359125325723,0.001525128956384585,direct,5.925250856293372,0,0.01
8,2.8478161164047133,0.005647126596124842,organic,0.3658106051060644,1,0.009827260673338892
4,6.421310333037948,0.0032599502463499653,organic,2.062483745738223,1,0.01
4,1.2583822457991076,0.003201326288744315,paid,2.353237919526555,5,0.01
2,0.3347248298930563,0.0022213345719247378,direct,12.964316428643093,5,0.01
2,0.6260466418304328,0.002295112723268575,paid,3.3773215048570235,2,0.01
3,2.0824123826367424,0.004690825474106663,direct,3.0698374492267906,3,0.01
3,4.728439975819984,0.001787084118296507,direct,1.9256246943869584,3,0.01
8,0.4880991110994871,0.0028546974141409947,organic,2.431642732944541,2,0.01
6,3.234061085858742,0.0028623122192191056,paid,5.340246996221739,0,0.01
0,1.1728126559364471,0.003477844405127324,referral,2.599769343630445,2,0.009328302690872944
8,1.2520152791735375,0.005478379849543063,paid,1.856067682019096,2,0.01
5,3.253398033650785,0.001189521182653231,organic,0.9147318783517078,2,0.01
4,1.8876982972830405,0.003169728939045603,direct,2.2264690835975665,2,0.01
5,5.014471267195112,0.002855954604616594,social,5.131792938932833,3,0.01
7,0.5085187095446406,0.005395357244577708,paid,1.8291285780657047,2,0.01
6,4.681204332472024,0.003379518217623306,referral,16.322901464160363,3,0.01
3,0.1991735024662685,0.002784461492488703,organic,8.343286106908232,1,0.01
4,0.6472151629498659,0.00414254367753793,paid,0.3588379722667402,2,0.00926050249092337
2,3.2026467987657923,0.00203828620888472,direct,2.5322685910992777,5,0.01
4,5.791526862712742,0.003049213323119791,social,2.143944168154482,0,0.01
1,0.8737839217893425,0.002199334956546206,organic,0.5560331412113799,1,0.008019253047390762
9,1.188884081784453,0.004951410858432839,paid,2.21091853938258,3,0.01
3,2.3108671630340094,0.001048068731710914,referral,2.199760346490067,1,0.01
1,0.7131456368271204,0.003613120175537935,organic,5.51753641184037,2,0.008200189946240706
5,5.000506160341764,0.005059230232375183,organic,6.461177333457652,3,0.01
4,4.456841415959591,0.002580807113119288,paid,5.62657812632633,1,0.01
6,0.4709851555423437,0.003816994747458248,referral,8.16684513504776,2,0.01
5,1.8699105115044528,0.000476196670783791,organic,3.335884108685412,5,0.01
8,4.472669064222788,0.004147729478562761,organic,3.3284517195041614,3,0.01
5,1.2344323280360443,0.004588638659430413,organic,5.268935816217636,1,0.01
7,3.0080536301167387,0.00246035079264893,organic,2.229985485336499,3,0.01
4,0.1545529737946816,0.0026190682577377227,paid,3.861278059771098,4,0.01
1,2.8147560803021627,0.0028789493796772753,organic,3.721134081583252,3,0.01
5,0.4969348901888887,0.0015013113903031112,organic,4.296920724399222,2,0.01
4,5.326182199886885,0.001433344568279515,social,6.733017066511657,4,0.01
3,1.3176061435636948,0.004523232369352177,organic,1.634691010695549,3,0.008686930891337903
2,0.9919936253880048,0.002097294801128673,paid,1.6818047848273363,0,0.008600901293631173
12,5.514459182266725,0.002795162038286322,direct,12.083495274612062,2,0.01
5,0.1543347273419002,0.000202092252132197,referral,1.635528334922188,1,0.01
10,1.5155686058525966,0.002020205093701792,referral,2.32471347104781,3,0.01
6,1.386123238718154,0.00043257353015127803,paid,4.610230193561064,1,0.01
1,1.0055807352076287,0.001997875642168453,organic,0.4319418185812458,1,0.0051186191244382085
6,7.282892016627036,0.002030255384627457,referral,2.0630631872177685,1,0.01
2,4.17004454286446,0.002839999883276237,referral,1.1641718333373097,0,0.009729784119839591
4,0.1981731490055395,0.0016273850337042712,organic,0.8875926436248268,0,0.007130979676941188
5,3.762510092897937,0.005560661362585096,paid,6.638986577006305,2,0.01
8,2.2478775219384444,0.001474134250558769,direct,5.649883601892057,3,0.01
4,6.933905755151785,0.0013010536444292308,organic,1.4062526233431154,1,0.01
2,1.1260254908501035,0.004661921048813842,paid,6.854873677809125,3,0.01
1,2.561088857434516,0.002835080882004394,paid,7.175534730789437,3,0.01
8,2.083976616215979,0.007427343676647191,social,8.168886875883022,1,0.01
8,2.01745186650932,0.001713545747406588,social,7.289645091970599,3,0.01
4,1.826999400031505,0.001560354154544281,social,3.9317844808561193,1,0.01
1,0.6906158132517364,0.000483280372632929,organic,2.280971104282326,2,0.009998104722288235
9,4.228196752674004,0.002239367671304641,organic,5.614024144372839,3,0.01
4,1.8008073190898544,0.002725932921829488,organic,2.4415588985258982,1,0.01
4,0.9065944774283284,0.0030970167946246458,referral,2.1991246766445967,5,0.01
3,3.4441372636106884,0.001815691993797054,direct,3.0667325165421184,2,0.01
8,8.476302106080093,0.002118023972984949,paid,1.1218538335607893,1,0.01
9,3.267099849693404,0.002468698250968819,referral,5.358929093955682,1,0.01
4,6.150182035531229,0.0027680328405398353,paid,4.25595591167178,1,0.01
4,5.271743011145087,0.0011375568891777291,organic,0.7922270466769912,0,0.01
5,1.3394131499918038,0.001930199682499604,paid,2.456323634864829,2,0.01
11,2.749801889208837,0.002820869467769443,paid,6.102849997976066,1,0.01
8,0.5097374299864006,0.003782957271670144,direct,1.410717462086181,1,0.00900291806037724
6,2.300548331722337,0.002989155713999021,organic,1.4511579982676948,3,0.009899460035355084
2,0.7857387890789805,0.002281477022743608,direct,2.682372421623136,1,0.01
8,4.084650888027324,0.0013162241780368968,paid,1.841087133474648,4,0.01
7,2.2527002287576274,0.005842600215963816,organic,9.13028532789846,2,0.01
6,1.589145553524472,0.006709302615292949,organic,1.834258587268012,1,0.01
5,0.9391928625744989,0.0011931215874173549,organic,2.0654248898696914,0,0.008513759852955756
5,0.2232349684113499,0.00668761499542735,organic,2.605130186347594,0,0.009253040675326243
3,0.133613797008978,0.0018850220962216648,paid,5.557134103755436,2,0.01
3,0.7348541198995853,0.0035272758664573324,direct,5.21866899447552,1,0.01
4,3.192004258370389,0.005714621206666531,organic,10.283723826334375,1,0.01
6,6.363458474660382,0.0027643074751436906,paid,3.99512568618681,2,0.01
6,0.7222493977213835,0.002339367907638836,organic,2.026807168101892,2,0.01
4,0.4621990256398852,0.0023390650198731188,organic,2.5192943555469047,1,0.01
6,0.3198345207357684,0.004014360576913124,paid,1.6784727296903073,4,0.01
6,0.3570653527256491,0.000968991597781652,paid,4.289220611787676,1,0.01
6,2.5538126902704508,0.001713651506078364,paid,5.799863509264837,0,0.01
6,4.555699992895642,0.002520823711972731,social,2.2618347867320323,2,0.01
3,1.370277628999542,0.0036123786239068614,organic,7.039498417755588,3,0.01
2,1.7097113097313883,0.003823096672934226,social,0.428272649239218,3,0.01
5,0.4891403267280808,0.002171611027519536,paid,2.1942525874331005,2,0.01
3,1.881891517938734,0.006925246874236849,paid,0.4945827690986952,4,0.01
3,3.409289828062108,0.003149832021188996,organic,1.5270545250011271,0,0.007304071092819394
5,5.355408405115589,0.005915975371249917,social,3.645431127751162,0,0.01
11,1.8417233769120311,0.0034887354005559913,direct,0.708657769341896,0,0.01
7,2.7013025377192537,0.001142665936244434,referral,3.41478212590535,1,0.01
7,0.9332398905190636,0.001059476153861709,social,1.882114875991712,0,0.01
4,3.1146677775921257,0.002407469834451064,paid,4.90528805434571,4,0.01
4,0.1508926527701776,0.0017909377556828072,organic,1.8821197343453988,4,0.01
5,6.528668115167047,0.000652537891513555,referral,1.643101105474955,4,0.01
4,2.478544680553552,0.006054696532348073,paid,3.656915549755851,0,0.01
4,0.8714526225525071,0.0009764614422818679,social,2.046011281918421,1,0.008324390450293286
6,1.9811938353786664,0.002460130428997333,direct,3.733268038881221,3,0.01
8,1.20901055345736,0.0004922538124617129,paid,3.096045273457712,1,0.01
4,0.6008369535657833,0.003646355484271209,paid,2.567608101336269,3,0.01
3,0.8409367304635696,0.0016134849199931239,organic,9.548385899210404,2,0.01
0,5.366573796927632,0.000987474747508386,paid,3.387571946905956,2,0.01
4,2.858942023066165,0.006778840304774143,social,4.182923860959159,1,0.009376836414060136
1,7.334023096854362,0.00474198195356181,organic,4.123284818639506,0,0.01
4,0.7917734062757695,0.002456533766590818,direct,2.0634054030636304,1,0.007103410784372505
3,0.387384129464579,0.0062261411610620475,direct,0.4212503607009368,1,0.007143839706763839
5,0.0183184066037792,0.0009117191219463971,paid,9.033040065123693,1,0.01
6,2.126988571344412,0.002144379099068057,organic,2.2998286375864265,7,0.01
4,3.561988908395875,0.004255518257439662,organic,9.397374058711495,3,0.01
4,1.1062191168129187,0.003182140305446056,organic,2.125564078972852,4,0.009119394275092133
5,6.283265557650805,0.002082926616312743,paid,2.702707577204844,2,0.01
1,4.565961053473921,0.000666250575092864,organic,7.329865600830677,1,0.01
9,0.0466056451914906,0.002677183101965148,referral,1.9500596128480725,0,0.01
7,5.092521045617595,0.0013790657583150128,organic,1.1852224842865209,2,0.01
5,1.0722832126724082,0.000973960609312703,organic,0.6628541922626268,2,0.01
4,0.4864045318639831,0.002985284239173358,paid,15.277744182600282,2,0.01
5,0.7698328148770361,0.002614264534575827,direct,8.675913615553357,6,0.01
4,1.89660672544627,0.0017544449206161568,referral,0.2189271916390193,1,0.01
1,1.6594667175130051,0.005603909610116199,paid,5.42036866017228,4,0.01
3,1.0227730551542933,0.00315658744979966,social,9.181610397588848,2,0.01
7,0.5670175005843128,0.000853661356202193,referral,3.098959491072863,0,0.01
6,4.309364340470951,0.0021163020881789147,social,2.375374489354171,4,0.01
4,4.512418531781712,0.004428854225811574,social,8.286734015263805,2,0.01
5,1.052662176823812,0.007290190637993533,organic,1.5695427843802006,3,0.008074644819385211
6,0.8423535914937317,0.003050694681212426,direct,1.5979717733482457,1,0.01
6,0.7364200836963657,0.003239916578141213,organic,1.579078849879679,0,0.009064559506368378
8,0.4409619549347823,0.0020003598856420377,direct,0.1266786251737865,0,0.007416358836825964
4,2.404406559638673,0.003816022206636502,direct,2.454699278382888,4,0.01
3,2.789650884007928,0.001381603172640159,organic,7.519666599475824,3,0.01
3,3.6674559313233335,0.000622177295668734,direct,4.517620226187543,1,0.01
9,3.4203038692665224,0.003848006424560447,organic,4.9731416435114655,0,0.01
7,1.037346224364969,0.0052970995467301355,organic,4.086094249348685,0,0.01
2,1.202825584574425,0.0012867936171210121,paid,2.7626756014118965,1,0.01
2,3.4325353265787646,0.001689423735077224,direct,2.868581360105797,0,0.01
4,1.2898004806324557,0.003153849818260031,paid,4.169699528625482,2,0.01
6,0.7171450553448443,0.006085978594537127,paid,2.168847911156906,1,0.01
9,1.4068261165411695,0.000356456637678622,referral,1.4673986877725482,3,0.01
11,0.9527095156092606,0.000875565378383218,direct,2.3481537757221056,3,0.01
4,0.2773747313493255,0.003633124823886542,social,1.0070768249015714,0,0.0085243649547362
7,5.318322744398779,0.0032631815517027603,organic,1.6770291656278136,3,0.01
7,5.754242186424476,0.000270534114157759,organic,6.638585688344944,2,0.01
3,0.744423847612055,0.0033742098822326376,organic,2.718704156046168,2,0.01
7,0.2008954274899525,0.002242165482639808,referral,4.06143472853417,2,0.01
5,4.027721791665359,0.00139117050170579,organic,4.541280780616437,5,0.01
2,0.7129775323206926,0.000883198117422348,organic,3.3155983868544743,4,0.01
9,1.4998325728202804,0.001966321472929779,social,5.935198756536383,2,0.01
6,0.1988529395979812,0.003118584523735584,organic,1.9384007272537276,5,0.01
3,0.7695953003540608,0.002876526644100095,paid,4.189476220984078,1,0.01
6,4.723693535249781,0.004394393456785082,organic,1.3150525171759306,1,0.01
3,4.894996069473592,0.001555360239276425,organic,0.2298597535260683,2,0.01
2,0.696117090420564,0.002793581155568478,organic,1.8465073703716204,2,0.01
8,1.2280301597320016,0.0059475388978990395,paid,2.860158279596624,0,0.008575224982148784
4,0.4324371571693925,0.000777197537654494,social,1.3983576176714627,2,0.003436645887208477
5,0.2312024625271759,0.002592730958012745,organic,9.031336936623749,1,0.01
3,3.197801830243491,0.00245629466751185,social,5.103537225584193,0,0.01
4,2.3432905075376818,0.00149166535042693,social,7.753619465154563,3,0.01
3,4.35087988876836,0.00228274051183957,social,3.3552759972636825,3,0.01
11,5.499191484346722,0.005400853840631544,direct,1.9436767160311132,2,0.01
6,4.93076488589113,0.004069598520242714,social,1.177187518886825,0,0.01
5,0.0500332592427265,0.005904955134372997,paid,0.6826619869544746,1,0.008676162191219862
5,0.6203637292718378,0.004428815420043864,social,5.447255671204466,3,0.01
5,3.191809239001061,0.002452956032122946,paid,5.882262925825138,1,0.01
3,1.4136579731701806,0.002642058384641418,organic,7.975180224437925,4,0.01
4,3.2845014420525382,0.001340960959365186,organic,9.701280769698345,1,0.01
3,0.6748598698830647,0.0032535368877474567,organic,3.785419929918918,2,0.01
7,5.984353420234602,0.002165087424575855,organic,2.255782293121435,2,0.01
3,1.1629594376820385,0.002823162474382105,social,3.0343585567347726,3,0.008978965380511808
7,0.5148167548444545,0.002348386120232133,paid,8.782333223982176,2,0.01
1,2.1791181716836228,0.00095631588498239,social,7.198770264251627,2,0.01
6,4.722857170032801,0.0021685698793491933,organic,1.6207156784526642,1,0.01
4,1.7002968848786597,0.0027650280011814223,direct,4.216836408559773,1,0.01
2,1.893809429989704,0.002186002910215268,paid,5.191202248444406,1,0.01
5,1.6617638862150348,0.002439664512619045,organic,2.4324191236281307,2,0.01
5,2.7795694695740187,0.001557763936790235,organic,3.195103579537144,3,0.01
3,0.168250015613305,0.00117039081001846,organic,6.408842254695235,3,0.01
5,5.539472256810594,0.003753541366560025,organic,2.556478473615184,4,0.01
11,3.1338048877652263,0.0007913673611575161,organic,1.3894619294308612,4,0.01
2,1.5526450263637124,0.002049433720840506,organic,5.118529117110144,1,0.01
6,0.0489050804292396,0.002880399236498382,organic,3.020125557458545,6,0.01
5,2.6870301588245957,0.0034533023389605537,direct,6.903995902798825,3,0.01
3,0.0382158638805659,0.006832384179497308,organic,3.4126659349405104,1,0.007055226551298541
4,0.0036130165019513,0.003439292083464597,organic,0.1029082691759234,2,0.006506996335718584
10,2.872108294812953,0.0007723715091943511,referral,4.04441424077956,4,0.01
1,0.6285248096709966,0.0036944808937193828,social,4.3936434373139805,2,0.01
8,0.639162177010426,0.004521965432256651,organic,7.167126058193378,2,0.01
3,3.1776402477111727,0.0026926735294841558,social,1.746011433545045,1,0.01
5,0.1655779915044075,0.002257580255503191,organic,2.236010886138469,0,0.008335702796857646
4,1.128034494037654,0.002779884294795139,organic,1.7971743787890324,1,0.01
11,0.4855524069698934,0.003556309879235232,organic,6.830538606624863,1,0.01
3,2.603761751958596,0.004174029017923686,referral,1.2287548131891108,5,0.01
4,3.2520444488038933,0.00261752995237245,organic,5.24566006801082,1,0.01
3,3.831091638637286,0.00390195531658329,referral,1.6527637056315412,2,0.01
3,0.8840444011608877,0.000696177836821508,organic,3.2206126405504945,1,0.009191220546919277
8,0.2804597111742742,0.0017383438681653,referral,0.7430513737262472,4,0.01
1,0.2458554716914684,0.001860701101798191,organic,4.989702829920985,2,0.01
5,1.666169817640769,0.0009166895801568039,paid,2.892379177669239,1,0.01
7,8.747682185376865,0.002819320580079922,paid,5.634663642950316,1,0.01
3,0.7366622848046337,0.0033331411089927584,referral,4.91024155887482,1,0.01
7,0.8901345517719352,0.005198424886831704,organic,2.3267342270143883,4,0.01
5,0.3190456845294206,0.002655245199479473,social,1.7106093494117591,3,0.01
7,2.7909428659271134,0.0037055300184026417,referral,3.431751959792821,0,0.01
5,3.417111279491066,0.003640367960205916,organic,2.082350950109772,0,0.01
7,3.0894804646142493,0.0022285599890769737,direct,10.71673502571524,0,0.01
5,5.92265635629848,0.003156678806224363,referral,3.348669272751401,1,0.01
4,1.999082489140817,0.0013493334705286112,paid,7.49937805590237,1,0.01
5,0.4331948113061926,0.004832251209799644,organic,4.096955476406814,3,0.01
11,1.0249584469917183,0.005272330828810553,paid,2.849958506212204,3,0.01
7,3.2579469120986126,0.003418123428694055,organic,1.6154572936524143,2,0.01
6,2.848937439774096,0.003571396908813588,paid,4.35157340532421,4,0.01
3,2.2714775513521697,0.0012034730581881189,paid,1.3817555645943769,1,0.01
0,3.446223802558387,0.004416641207214477,referral,3.6993651458585584,2,0.01
10,3.043289242773477,0.002206477802013589,organic,4.443160262733929,0,0.01
5,6.3940970494064135,0.003816198897809455,social,2.756716975366349,1,0.01
5,2.6457865951968778,0.002304454190745533,organic,5.639556969886389,1,0.01
3,4.52337118675594,0.002861900588251376,paid,2.160461191672482,2,0.01
4,0.8578792932941699,0.002670195288088587,social,6.1964736226295205,2,0.01
2,3.4013127814409323,0.001146331198948123,referral,7.454386411923568,3,0.01
2,6.9743116935396365,0.00568850569677509,organic,4.258929191120856,2,0.01
7,1.461973493360584,0.002697323004990163,organic,5.5605232141344505,1,0.01
3,4.530192373640143,0.004083479036832517,organic,4.846905857973225,2,0.01
1,3.870654891625632,0.003242820099808756,paid,4.233456594303714,2,0.01
3,0.1841144544765073,0.000921936800478581,organic,4.225225030189277,2,0.01
7,2.6132947349468547,0.000638982734274325,referral,1.2281586148949573,2,0.01
5,0.418439201342019,0.00037336903542951704,paid,6.582763687438805,1,0.01
4,5.004500071786718,0.001968875133823541,organic,3.451759403480348,0,0.01
5,0.3486705861681433,0.002015935228040229,organic,3.0407844951682623,2,0.01
5,0.389478787248825,0.004247626822087775,organic,1.6757687363673446,3,0.01
3,2.707709794002205,0.002073449463506079,paid,2.7656822614507868,2,0.01
3,1.268852573771844,0.000331324301402708,paid,7.756455818462473,2,0.01
6,0.1065888811101379,0.0018598382754080969,social,1.8286699412162477,5,0.01
6,2.340311001166423,0.00037686626876772005,organic,0.2255832151814558,2,0.01
4,1.472309770221044,0.004129601366253074,direct,0.6701252718954297,2,0.0056287835716714585
9,0.3196720025843135,0.006754313090337782,organic,2.458751805759717,2,0.01
6,4.857258809335712,0.002935369658814276,organic,0.5661324772113467,3,0.01
5,7.398022654435072,0.00393245576265178,referral,1.7582114807413474,2,0.01
5,4.239072530574339,0.001794876359124095,social,6.936113613500307,2,0.01
4,5.18504122732762,0.002476432613493844,organic,9.170584490804552,4,0.01
10,0.7319165340964041,0.0018641296888236869,referral,0.7870498841479842,2,0.01
6,0.917835296373848,0.00624656972520562,social,2.980979880807161,1,0.01
2,0.7015805860141602,0.0033760356270908097,social,2.608252823560937,3,0.01
4,4.345319165932967,0.000287929683193823,organic,5.790953604914294,1,0.01
3,8.864754583822222,0.002185211166175287,social,2.0147432917832275,2,0.01
2,3.7851999165112513,0.002476224459368273,social,5.702744841634412,1,0.01
5,6.39768567773557,0.003445137807943357,referral,9.24603130389294,2,0.01
6,3.0541324069941216,0.0026769064462279207,social,13.689439890022056,1,0.01
5,1.471402298348164,0.002413342596032923,direct,0.4743160417645521,3,0.01
10,1.664131991635062,0.003324456101653984,paid,3.9128954916570087,2,0.01
5,0.234927288284569,0.003491580242540016,organic,3.5074852884322527,2,0.008848068823104554
5,0.0958878004607623,0.00343395616152479,paid,6.925161643582835,2,0.01
4,3.567012232307317,0.003359683682393812,organic,7.862577090155547,1,0.01
4,1.7310506204483256,0.000951944025834899,organic,3.316048891015241,3,0.01
3,2.410326673368135,0.004063735901569503,paid,9.927656398409026,2,0.01
6,2.4470378470532093,0.002472113025781624,organic,2.967770557067128,2,0.01
4,0.974597967318705,0.003568658269877995,referral,1.573682889645753,2,0.01
2,1.938175451078997,0.0026585123287640577,social,5.735960728814948,0,0.01
9,1.9089410479486952,0.003252518548296949,paid,1.1577660659037785,2,0.01
5,1.4751639424157277,0.003932570324596753,direct,5.517503513808257,3,0.01
9,5.1556728449863805,0.000909793337107155,organic,5.696601766644912,2,0.01
5,1.7998668413195869,0.001889284250099668,social,6.916473761490087,4,0.01
5,2.776331414998081,0.001642863153350331,social,2.973164094884842,2,0.01
1,6.7762822969344665,0.000512001194772509,organic,6.47996611116226,2,0.01
5,6.034981364361935,0.0031954166154629948,organic,0.3839075501831925,4,0.01
8,6.633361542654452,0.0008329361212845051,organic,4.716308439375521,1,0.01
6,0.9441527680072368,0.00579476039583109,social,3.82498286914969,2,0.01
2,0.1068270929303397,0.006208996638707637,social,7.575048449123924,1,0.01
5,0.9076432632003524,0.0011252926441689371,organic,13.61465526311444,2,0.01
5,0.9801309701634568,0.002955270940034283,paid,10.782517223846042,3,0.01
4,7.202589800739837,0.0033616327214139002,organic,0.8175141664774211,2,0.01
6,3.142982523875423,0.003349777178028925,paid,3.530392639181119,2,0.01
5,0.2557063687650984,0.003307137663217387,direct,2.121120392580613,2,0.01
6,0.4363906533340707,0.006032646104536045,organic,1.4284737105200571,2,0.007996957088853842
5,0.5076573614552399,0.003431515583052584,direct,4.634242625725892,2,0.01
4,2.9861783501828336,0.001690976848225153,social,1.841314495022296,0,0.01
7,3.988767105472297,0.0033391378889797802,direct,4.039988250061184,4,0.01
5,5.8907177688681935,0.002558546012211838,organic,2.6843616543722644,0,0.01
7,8.472229726341876,0.001104118270518409,organic,4.705387302180784,2,0.01
6,0.6758295636332056,0.0010980792534183979,organic,2.084484107886397,1,0.00985842255557492
4,1.1122020103697632,0.00252441043778289,referral,6.742278267268566,0,0.01
8,0.8245853371753671,0.004092603975781829,referral,2.8536156870424603,1,0.01
4,1.3330617647802283,0.0026367843101125733,organic,1.813395948504584,3,0.01
3,7.383515552879057,0.005311580804012489,social,3.2482304839120326,1,0.01
5,2.5677930255808645,0.004514916276840939,organic,5.111094378605321,1,0.01
10,4.020430428351154,0.003024359623163166,organic,2.03203946294664,4,0.01
6,2.0207351307762327,0.00456166019702349,paid,3.4182350002156525,1,0.01
4,0.0878474734655312,0.003379518050280474,organic,3.0856235622004995,3,0.01
3,0.1990460306371376,0.003911684955479673,organic,1.4103474653974752,3,0.01
3,2.316071408367624,0.00017976743421496002,organic,6.54020733300812,3,0.01
5,3.8059503767009946,0.0012500997404244398,social,7.754137658358261,3,0.01
2,0.7274781121339704,0.0034480015080919917,social,5.104160426784452,1,0.01
6,3.839426834317345,0.001714311244708553,paid,8.802778389010902,1,0.01
2,4.9927242942706895,0.002827268904148389,referral,2.4861643360342534,0,0.01
5,1.592561969264463,0.003484302373990572,paid,2.6609004634403224,1,0.01
2,4.116218695756936,0.004268730419937465,organic,5.0010455920028125,1,0.01
6,1.5526945962252972,0.000197994884041227,referral,1.8448901920669585,1,0.01
3,3.402879714250271,0.00472950623054485,referral,0.6003820536315855,4,0.01
5,4.331732913454186,0.002978066000685604,referral,7.516459463561049,0,0.01
6,1.271177453183789,0.002606681935989561,referral,7.347503766487548,6,0.01
6,1.58819500408896,0.004146561285519516,organic,5.570132212931676,3,0.01
7,0.5431992483146756,0.001190702129908198,social,4.969958642186269,0,0.009877466601027014
6,0.6847436377853675,0.00450683956223077,organic,6.241210159947087,2,0.01
6,3.5465850397771512,0.005183477591272448,social,2.3941152724269257,2,0.01
4,7.46839230319226,0.0025276182766702992,organic,7.389675230104218,2,0.01
4,1.5056221847528868,0.001262115654714545,organic,9.96589233459603,3,0.01
7,0.5947837732001026,0.0017615306683593241,referral,7.295669483422335,0,0.01
5,1.0068357178439782,0.0032595128787823342,organic,1.4649215894320613,5,0.01
5,1.8211930800811331,0.0027545222356893787,social,4.260066702562681,5,0.01
8,1.0302200566326514,0.0034560087897257956,paid,1.1301112282547388,0,0.007207680611851063
4,0.7980712809611799,0.0034020327845571356,referral,5.644779150903597,2,0.01
2,3.995242268561338,0.0031348110937942943,organic,2.7052058399975065,1,0.01
3,0.0236275635626928,0.003794324025182743,organic,0.6026939278754596,5,0.0070278543415946216
4,2.3245722610651938,0.001801485321462059,organic,2.478843579337014,5,0.01
6,4.736243237150505,0.005983548327933296,referral,3.6030017440555793,3,0.01
9,0.9286719465739894,0.002593869755599726,referral,1.9351141551411608,4,0.01
3,2.773660655012121,0.004964032212718601,paid,7.460322505856357,1,0.01
5,3.3160054602662834,0.003669315928593799,direct,2.1591737924204684,0,0.01
3,3.1928473448876646,0.001936037774466928,referral,1.8686979663541377,3,0.01
2,1.7709576319449012,0.0032136507483045054,direct,0.5314646571651243,4,0.01
4,1.2765962753800728,0.003005018157282731,organic,6.371559823067758,1,0.01
9,5.422277966857733,0.002638350578455884,organic,3.8902814832299866,2,0.01
4,4.261986151157326,0.005729607213607305,organic,6.933823216950603,3,0.01
5,1.162530089206963,0.001873291452020437,organic,4.048998289568758,0,0.01
8,0.3261624469157587,0.004242854946896951,paid,8.666665971547358,1,0.01
8,0.2235485439723026,0.004103349990613711,paid,5.410699553858155,1,0.01
5,0.297061892130309,0.002714816504133973,paid,4.97189432427718,1,0.01
3,2.623067471198906,0.0007999906074457,referral,3.5301546279732583,3,0.01
9,0.1591334567867066,0.0038377796640366208,direct,0.4473552904569643,4,0.01
2,1.2326100021190252,0.002198058552698401,social,2.0556788897286267,2,0.01
8,4.19752733744602,0.000992273009261653,organic,1.6998411911116889,1,0.01
7,1.0458999505010336,0.003347419243804673,organic,3.471933996736508,4,0.01
6,4.322987661505055,0.000986640555850519,organic,2.438211663521108,5,0.01
9,4.104974806476552,0.003336708620940493,organic,6.78220662618648,2,0.01
3,0.8464010105614749,0.004087100513983619,paid,6.241495327696201,1,0.01
6,3.914941533789663,0.002145747566827016,paid,2.867495380016611,2,0.01
7,4.1323206839675874,0.005213065150486286,organic,3.8903005596413287,1,0.01
7,1.5197734338576248,0.00228091474276097,referral,1.9623392288955688,1,0.01
5,0.7087641993637348,0.0064060579503803115,referral,5.4425286177830925,0,0.01
5,2.209860600907432,0.0018400452796411041,organic,5.020236738721375,2,0.01
1,7.630058678992231,0.004657345381239368,organic,10.436538586707814,2,0.01
7,3.061761545153093,0.00342926716371232,social,3.354205345907566,1,0.01
4,0.5695706198025619,0.0016718494953597552,paid,8.308488578131598,2,0.01
7,3.444260999991245,0.002569404360600969,organic,1.2811647238702892,2,0.01
5,1.6716718452262076,0.000264420309161427,organic,3.8428290364409703,4,0.01
5,2.6860015875869534,0.002010027978549476,organic,2.8121368672005618,2,0.01
3,3.973499197052692,0.002825434354848789,organic,4.080773263041028,6,0.01
